Rank,枠番,Umaban,HorseName,SexAge,Load,JockeyName,Time,Diff,TimeIndex,Passage,上り,Odds,Ninki,WeightInfo,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,TrainerName,馬主,賞金(万円),race_id,Weight,WeightDiff,Sex,Age,Waku,Mark,WeightInfoShutuba,OddsShutuba,NinkiShutuba,WeightShutuba
11.0,3,4,タイガースパーク,牡4,57.0,田口貫太,1:53.6,クビ,,4-4-4-4,39.8,7.8,3.0,458(+10),,,,"[西]
大橋勇樹",伊藤和夫,,202408010309,458.0,10.0,牡,4,,,,,,
12.0,8,14,メイショウシナノ,牡4,57.0,小沢大仁,1:53.8,1.1/4,,8-8-8-8,39.3,98.6,13.0,490(0),,,,"[西]
大橋勇樹",松本好雄,,202408010309,490.0,0.0,牡,4,,,,,,
13.0,8,15,パンデアスカル,牡4,57.0,ルメート,1:53.9,1/2,,9-9-8-8,39.4,14.4,5.0,508(+8),,,,"[西]
高野友和",キャロットファーム,,202408010309,508.0,8.0,牡,4,,,,,,
14.0,5,8,マイネルシトラス,牡5,58.0,和田竜二,1:54.3,2.1/2,,2-2-2-3,40.8,307.3,15.0,534(+4),,,,"[東]
武市康男",サラブレッドクラブ・ラフィアン,,202408010309,534.0,4.0,牡,5,,,,,,
15.0,7,13,モズブーナー,牝5,56.0,永島まな,1:55.3,6,,5-5-6-7,41.2,98.5,12.0,488(+2),,,,"[西]
音無秀孝",キャピタル・システム,,202408010309,488.0,2.0,牝,5,,,,,,
1.0,4,4,デビットバローズ,牡5,58.0,岩田望来,2:00.3,,,2-2-2-2,35.4,21.9,8.0,524(+12),,,,"[西]
上村洋行",猪熊広次,"1,867.3",202408010310,524.0,12.0,牡,5,4.0,--,524(+12),21.9,8.0,524.0
2.0,8,11,エーデルブルーメ,牝5,56.0,川田将雅,2:00.4,1/2,,11-11-8-7,35.0,9.0,4.0,480(-12),,,,"[西]
安田隆行",シルクレーシング,747.8,202408010310,480.0,-12.0,牝,5,,,,,,
3.0,7,9,モズロックンロール,牡4,57.0,角田大和,2:00.4,クビ,,9-9-10-9,34.8,8.9,3.0,516(0),,,,"[西]
藤岡健一",キャピタル・システム,463.9,202408010310,516.0,0.0,牡,4,,,,,,
4.0,5,6,ポッドボレット,牡5,58.0,西村淳也,2:00.5,1/2,,3-3-4-3,35.4,34.9,10.0,530(-6),,,,"[西]
辻野泰之",小川眞査雄,280.0,202408010310,530.0,-6.0,牡,5,5.0,--,530(-6),34.9,10.0,530.0
5.0,6,8,デコラシオン,牡5,58.0,坂井瑠星,2:00.7,1.1/4,,5-5-4-5,35.5,8.7,2.0,520(0),,,,"[東]
高木登",社台レースホース,184.0,202408010310,520.0,0.0,牡,5,,,,,,
6.0,1,1,バールデュヴァン,牡4,57.0,角田大河,2:00.8,1/2,,1-1-1-1,36.0,23.0,9.0,530(+8),,,,"[西]
浜田多実",グリーンファーム,,202408010310,530.0,8.0,牡,4,1.0,--,530(+8),23.0,9.0,530.0
7.0,3,3,フレーヴァード,牡4,57.0,ルメール,2:00.9,クビ,,7-6-4-5,35.7,1.9,1.0,448(+4),,,,"[東]
大竹正博",キャロットファーム,,202408010310,448.0,4.0,牡,4,3.0,--,448(+4),1.9,1.0,448.0
8.0,8,12,マイネルエンペラー,牡4,57.0,松山弘平,2:01.1,1.1/2,,6-6-7-7,35.7,9.0,5.0,472(0),,,,"[西]
清水久詞",サラブレッドクラブ・ラフィアン,,202408010310,472.0,0.0,牡,4,,,,,,
9.0,7,10,ダノントルネード,牡4,57.0,ルメート,2:01.3,1.1/4,,7-8-8-9,35.9,10.2,6.0,512(+4),,,,"[西]
中内田充",ダノックス,,202408010310,512.0,4.0,牡,4,,,,,,
10.0,6,7,メイショウボサツ,牡7,58.0,古川吉洋,2:01.8,3,,10-9-10-9,36.3,239.1,11.0,478(+10),,,,"[西]
松永昌博",松本好雄,,202408010310,478.0,10.0,牡,7,,,,,,
11.0,2,2,ドンアルゴス,牡9,58.0,川島信二,2:02.3,2.1/2,,12-12-12-12,35.6,412.8,12.0,516(+2),,,,"[西]
庄野靖志",山田貢一,,202408010310,516.0,2.0,牡,9,2.0,--,516(+2),412.8,12.0,516.0
12.0,5,5,ウインスノーライト,牡4,57.0,長岡禎仁,2:02.3,クビ,,3-3-2-3,37.3,13.4,7.0,484(0),,,,"[西]
杉山晴紀",ウイン,,202408010310,484.0,0.0,牡,4,5.0,--,484(0),13.4,7.0,484.0
1.0,3,5,ノーブルロジャー,牡3,57.0,川田将雅,1:34.5,,,10-7,35.7,4.9,3.0,484(+8),,,,"[西]
吉岡辰弥",ノルマンディーサラブレッドレーシング,"4,165.1",202408010311,484.0,8.0,牡,3,,,,,,
2.0,7,13,エコロブルーム,牡3,57.0,ルメール,1:34.7,1.1/4,,4-4,36.1,2.8,1.0,464(-4),,,,"[東]
加藤征弘",原村正紀,"1,618.6",202408010311,464.0,-4.0,牡,3,,,,,,
3.0,7,14,ウォーターリヒト,牡3,57.0,幸英明,1:34.7,アタマ,,17-16,35.2,207.6,17.0,458(-4),,,,"[西]
河内洋",山岡正人,"1,009.3",202408010311,458.0,-4.0,牡,3,,,,,,
4.0,3,6,ラーンザロープス,牝3,55.0,横山典弘,1:34.8,1/2,,4-4,36.2,31.2,10.0,444(+6),,,,"[西]
武幸四郎",吉田照哉,620.0,202408010311,444.0,6.0,牝,3,,,,,,
5.0,8,16,ショーマンフリート,牡3,57.0,戸崎圭太,1:35.1,1.3/4,,6-4,36.4,4.8,2.0,504(+18),,,,"[東]
手塚貴久",星野壽市,410.0,202408010311,504.0,18.0,牡,3,,,,,,
6.0,1,1,テイエムリステット,牡3,57.0,酒井学,1:35.1,クビ,,6-7,36.3,202.5,16.0,466(+2),,,,"[西]
木原一良",竹園正繼,,202408010311,466.0,2.0,牡,3,,,,,,
7.0,5,9,アルトゥーム,牡3,57.0,藤岡佑介,1:35.1,ハナ,,16-16,35.6,17.4,6.0,438(+4),,,,"[西]
藤岡健一",サンデーレーシング,,202408010311,438.0,4.0,牡,3,,,,,,
8.0,4,8,ゼルトザーム,牡3,57.0,北村友一,1:35.2,クビ,,1-1,36.8,227.6,18.0,464(+7),,,,"[西]
加用正",宮川純造,,202408010311,464.0,7.0,牡,3,,,,,,
9.0,6,12,ケーブパール,牝3,55.0,藤岡康太,1:35.2,クビ,,13-13,36.0,37.7,11.0,422(-12),,,,"[西]
友道康夫",金子真人ホールディングス,,202408010311,422.0,-12.0,牝,3,,,,,,
10.0,4,7,タイキヴァンクール,牡3,57.0,浜中俊,1:35.4,1.1/2,,6-7,36.6,20.1,8.0,506(0),,,,"[西]
中尾秀正",大樹ファーム,,202408010311,506.0,0.0,牡,3,,,,,,
11.0,5,10,バレルターン,牡3,57.0,西村淳也,1:35.5,1/2,,10-12,36.5,16.9,5.0,460(-4),,,,"[西]
茶木太樹",キャロットファーム,,202408010311,460.0,-4.0,牡,3,,,,,,
12.0,7,15,フェリーニ,牡3,57.0,松山弘平,1:35.6,クビ,,3-3,37.1,78.4,14.0,506(0),,,,"[西]
橋口慎介",ライオンレースホース,,202408010311,506.0,0.0,牡,3,,,,,,
13.0,8,17,ナイトスラッガー,牡3,57.0,モリス,1:35.8,1.1/4,,10-7,36.9,9.7,4.0,516(-6),,,,"[西]
小栗実",東豊物産,,202408010311,516.0,-6.0,牡,3,,,,,,
14.0,1,2,ノボリショウリュウ,牡3,57.0,角田大河,1:35.9,1/2,,17-16,36.4,94.7,15.0,458(+2),,,,"[西]
石橋守",原田豊,,202408010311,458.0,2.0,牡,3,,,,,,
15.0,2,3,タイセイレスポンス,牡3,57.0,Ｍ．デム,1:35.9,クビ,,13-13,36.6,30.4,9.0,480(0),,,,"[西]
安田翔伍",田中成奉,,202408010311,480.0,0.0,牡,3,,,,,,
16.0,8,18,メイショウサチダケ,牡3,57.0,和田竜二,1:36.0,クビ,,2-2,37.6,70.1,13.0,480(+8),,,,"[西]
鈴木孝志",松本好雄,,202408010311,480.0,8.0,牡,3,,,,,,
17.0,2,4,デルシエロ,牡3,57.0,坂井瑠星,1:36.3,2,,13-13,37.0,43.2,12.0,404(0),,,,"[西]
清水久詞",白石明日香,,202408010311,404.0,0.0,牡,3,,,,,,
18.0,6,11,シトラール,牡3,57.0,ルメート,1:36.8,3,,6-7,38.0,18.7,7.0,478(+2),,,,"[東]
萩原清",キャロットファーム,,202408010311,478.0,2.0,牡,3,,,,,,
1.0,7,8,ビヨンドザヴァレー,牝4,55.0,松山弘平,1:35.3,,,2-2,35.0,3.2,2.0,464(+2),,,,"[西]
橋口慎介",社台レースホース,"1,140.0",202408010312,464.0,2.0,牝,4,,,,,,
2.0,6,7,ムーンリットナイト,牡5,58.0,Ｍ．デム,1:35.5,1,,5-2,35.0,14.7,7.0,508(+6),,,,"[西]
加用正",グリーンファーム,460.0,202408010312,508.0,6.0,牡,5,,,,,,
3.0,3,3,ケイアイオメガ,牡5,56.0,田口貫太,1:35.5,1/2,,4-5,35.0,27.7,8.0,468(-2),,,,"[西]
梅田智之",ケイアイスタリオン,290.0,202408010312,468.0,-2.0,牡,5,3.0,--,468(-2),27.7,8.0,468.0
4.0,4,4,ヒルノショパン,牡5,58.0,秋山真一,1:35.6,1/2,,1-1,35.5,7.9,4.0,458(0),,,,"[西]
昆貢",ヒルノ,170.0,202408010312,458.0,0.0,牡,5,4.0,--,458(0),7.9,4.0,458.0
5.0,1,1,コーリングユー,牝5,56.0,北村友一,1:35.8,1,,7-8,35.0,14.0,6.0,442(0),,,,"[西]
安田隆行",タイヘイ牧場,114.0,202408010312,442.0,0.0,牝,5,1.0,--,442(0),14.0,6.0,442.0
6.0,6,6,スタティスティクス,牝5,56.0,武豊,1:35.9,3/4,,7-5,35.2,6.3,3.0,460(+2),,,,"[西]
石坂公一",社台レースホース,,202408010312,460.0,2.0,牝,5,6.0,--,460(+2),6.3,3.0,460.0
7.0,8,10,ウインミニヨン,牝6,56.0,西村淳也,1:36.0,クビ,,9-9,35.0,12.3,5.0,434(+4),,,,"[西]
長谷川浩",ウイン,,202408010312,434.0,4.0,牝,6,,,,,,
8.0,5,5,バトルハーデン,牡4,57.0,坂井瑠星,1:36.1,1,,5-5,35.5,2.6,1.0,522(-2),,,,"[西]
矢作芳人",サンデーレーシング,,202408010312,522.0,-2.0,牡,4,5.0,--,522(-2),2.6,1.0,522.0
9.0,2,2,バーンパッション,牡7,55.0,永島まな,1:36.4,2,,10-10,35.2,100.9,9.0,484(0),,,,"[東]
天間昭一",岡田牧雄,,202408010312,484.0,0.0,牡,7,2.0,--,484(0),100.9,9.0,484.0
10.0,7,9,カルタゴ,牝6,56.0,国分恭介,1:36.6,1,,3-2,36.2,149.3,10.0,460(-4),,,,"[東]
小島茂之",那須野牧場,,202408010312,460.0,-4.0,牝,6,,,,,,
11.0,8,11,サンデージャック,牡6,58.0,水口優也,1:36.6,ハナ,,11-10,35.4,177.3,11.0,478(+10),,,,"[西]
宮本博",エムズレーシング,,202408010312,478.0,10.0,牡,6,,,,,,
1.0,2,3,チャコール,牝3,54.0,原優介,1:11.8,,,1-1,37.7,3.0,1.0,510(0),,,,"[東]
矢野英一",落合幸弘,550.0,202406010401,510.0,0.0,牝,3,,,,,,
2.0,3,5,ホークレア,牝3,55.0,石橋脩,1:12.1,1.3/4,,2-2,37.9,5.9,3.0,438(-2),,,,"[東]
尾関知人",ノルマンディーサラブレッドレーシング,220.0,202406010401,438.0,-2.0,牝,3,,,,,,
3.0,5,10,ペイシャスウィフト,牝3,55.0,柴田善臣,1:12.4,2,,3-3,37.9,8.6,6.0,496(+10),,,,"[東]
本間忍",北所直人,140.0,202406010401,496.0,10.0,牝,3,,,,,,
4.0,4,7,カチヌキマリコ,牝3,55.0,大野拓弥,1:13.0,3.1/2,,5-5,38.1,27.3,8.0,414(0),,,,"[東]
天間昭一",矢野まり子,83.0,202406010401,414.0,0.0,牝,3,,,,,,
5.0,6,12,グランジュール,牝3,54.0,横山琉人,1:13.1,クビ,,8-7,38.0,8.4,5.0,464(-2),,,,"[東]
相沢郁",田中慎之輔,55.0,202406010401,464.0,-2.0,牝,3,,,,,,
6.0,3,6,キュリエール,牝3,55.0,ルメール,1:13.3,1.1/2,,4-4,38.7,7.0,4.0,486(+10),,,,"[東]
蛯名正義",大冨智弘,,202406010401,486.0,10.0,牝,3,,,,,,
7.0,2,4,ナックアテナ,牝3,55.0,木幡巧也,1:13.4,1/2,,9-9,38.0,37.4,9.0,470(+6),,,,"[東]
杉浦宏昭",小松欣也,,202406010401,470.0,6.0,牝,3,,,,,,
8.0,8,15,カウネウス,牝3,55.0,ピーヒュ,1:13.5,クビ,,11-12,37.9,4.7,2.0,450(0),,,,"[東]
宗像義忠",サンデーレーシング,,202406010401,450.0,0.0,牝,3,,,,,,
9.0,7,13,グエンフィヴァル,牝3,55.0,柴田大知,1:13.5,アタマ,,5-5,38.7,62.3,10.0,440(0),,,,"[東]
田中剛",ノースヒルズ,,202406010401,440.0,0.0,牝,3,,,,,,
10.0,6,11,キタノマティーニ,牝3,55.0,木幡初也,1:13.6,1/2,,9-9,38.2,21.4,7.0,484(+4),,,,"[東]
粕谷昌央",北所直人,,202406010401,484.0,4.0,牝,3,,,,,,
11.0,5,9,イントゥザフロー,牝3,55.0,武士沢友,1:13.6,アタマ,,11-11,38.0,453.1,15.0,440(-2),,,,"[東]
池上昌和",小林由明,,202406010401,440.0,-2.0,牝,3,,,,,,
12.0,8,16,インファンタ,牝3,52.0,小林勝太,1:13.7,3/4,,15-12,37.7,88.5,12.0,472(+8),,,,"[東]
堀内岳志",木村牧場,,202406010401,472.0,8.0,牝,3,,,,,,
13.0,1,1,ヴィオルナ,牝3,55.0,石川裕紀,1:13.9,1.1/4,,16-16,37.5,184.2,14.0,404(0),,,,"[東]
黒岩陽一",山口功一郎,,202406010401,404.0,0.0,牝,3,1.0,--,404(0),184.2,14.0,404.0
14.0,7,14,マリリン,牝3,55.0,勝浦正樹,1:14.4,3,,13-15,38.5,178.5,13.0,506(0),,,,"[東]
村田一誠",小原準一郎,,202406010401,506.0,0.0,牝,3,,,,,,
15.0,4,8,ドリームチェイサー,牝3,55.0,嶋田純次,1:14.9,3,,13-12,39.1,518.9,16.0,452(+2),,,,"[東]
伊藤伸一",冨沢敦子,,202406010401,452.0,2.0,牝,3,,,,,,
16.0,1,2,ラパンリュネール,牝3,55.0,キングス,1:15.3,2.1/2,,5-7,40.5,74.2,11.0,414(0),,,,"[東]
武井亮",シルクレーシング,,202406010401,414.0,0.0,牝,3,1.0,--,414(0),74.2,11.0,414.0
1.0,5,9,アスプリージャ,牡3,57.0,田辺裕信,1:55.7,,,2-2-2-1,39.1,1.1,1.0,462(+2),,,,"[東]
中舘英二",高瀬正志,550.0,202406010402,462.0,2.0,牡,3,,,,,,
2.0,7,14,スプレーフォール,牡3,57.0,石川裕紀,1:55.8,1/2,,5-4-3-3,39.0,12.0,3.0,456(-2),,,,"[東]
相沢郁",畑佐博,220.0,202406010402,456.0,-2.0,牡,3,,,,,,
3.0,6,11,サノノゴールド,牡3,57.0,戸崎圭太,1:56.9,7,,4-4-3-3,40.1,10.8,2.0,502(+2),,,,"[東]
栗田徹",佐野信幸,140.0,202406010402,502.0,2.0,牡,3,,,,,,
4.0,2,3,タンゴノアール,牡3,57.0,内田博幸,1:57.5,3.1/2,,13-13-12-11,39.5,59.0,8.0,500(+6),,,,"[東]
伊藤圭三",千葉正人,83.0,202406010402,500.0,6.0,牡,3,,,,,,
5.0,2,4,リトルラフター,牝3,52.0,小林勝太,1:58.1,3.1/2,,11-10-10-10,40.2,414.5,15.0,468(0),,,,"[東]
萱野浩二",グリーンスウォード,55.0,202406010402,468.0,0.0,牝,3,,,,,,
6.0,5,10,ロックシティボーイ,牡3,57.0,勝浦正樹,1:58.1,クビ,,10-10-10-11,40.2,318.4,14.0,446(+4),,,,"[東]
伊藤伸一",田頭勇貴,,202406010402,446.0,4.0,牡,3,,,,,,
7.0,7,13,ノーブルシェイド,牝3,55.0,武藤雅,1:58.2,クビ,,5-6-6-6,41.1,18.2,5.0,550(+6),,,,"[東]
水野貴広",吉木伸彦,,202406010402,550.0,6.0,牝,3,,,,,,
8.0,3,6,アドゥールグロー,牡3,57.0,三浦皇成,1:58.2,クビ,,1-1-1-2,41.7,33.7,6.0,528(-6),,,,"[東]
伊藤大士",磯部昌史,,202406010402,528.0,-6.0,牡,3,,,,,,
9.0,6,12,アオイフォール,牝3,55.0,木幡巧也,1:58.3,クビ,,3-3-3-5,41.5,42.1,7.0,470(-8),,,,"[東]
牧光二",鈴木照雄,,202406010402,470.0,-8.0,牝,3,,,,,,
10.0,1,1,トリプレッタ,牝3,55.0,柴田大知,1:58.5,1,,7-7-7-7,41.0,439.4,16.0,470(-4),,,,"[東]
粕谷昌央",ビッグレッドファーム,,202406010402,470.0,-4.0,牝,3,1.0,--,470(-4),439.4,16.0,470.0
11.0,1,2,サブリナワルツ,牝3,55.0,キング,1:58.5,クビ,,9-9-9-7,40.9,17.3,4.0,454(0),,,,"[東]
池上昌和",小林誠,,202406010402,454.0,0.0,牝,3,1.0,--,454(0),17.3,4.0,454.0
12.0,3,5,ソーユーアクト,牡3,55.0,杉原誠人,1:58.6,3/4,,15-15-14-13,40.2,159.5,12.0,426(0),,,,"[東]
伊坂重信",鈴木康弘,,202406010402,426.0,0.0,牡,3,,,,,,
13.0,4,7,マリノマジカル,牝3,54.0,横山琉人,1:58.7,アタマ,,13-14-14-13,40.3,78.9,10.0,462(0),,,,"[東]
尾形和幸",矢野雅子,,202406010402,462.0,0.0,牝,3,,,,,,
14.0,8,15,アラブル,牡3,56.0,原優介,1:58.7,クビ,,12-12-12-13,40.7,61.5,9.0,506(+6),,,,"[東]
武市康男",本田恒雄,,202406010402,506.0,6.0,牡,3,,,,,,
15.0,8,16,ダイヤモンドアツシ,牡3,54.0,石田拓郎,1:58.9,3/4,,7-7-7-7,41.5,317.5,13.0,448(+4),,,,"[東]
大和田成",鈴木正浩,,202406010402,448.0,4.0,牡,3,,,,,,
16.0,4,8,リュウノサライ,牝3,55.0,野中悠太,1:59.2,2,,16-16-16-16,40.3,88.5,11.0,416(-14),,,,"[東]
小西一男",蓑島竜一,,202406010402,416.0,-14.0,牝,3,,,,,,
1.0,3,5,シークレットヴァウ,牡3,57.0,津村明秀,1:12.0,,,2-2,37.2,6.8,4.0,454(-8),,,,"[東]
武藤善則",窪田芳郎,550.0,202406010403,454.0,-8.0,牡,3,,,,,,
2.0,4,8,ノブノリッキー,牡3,57.0,田辺裕信,1:12.6,3.1/2,,1-1,38.0,5.0,3.0,518(+6),,,,"[東]
中舘英二",佐野信幸,220.0,202406010403,518.0,6.0,牡,3,,,,,,
3.0,1,2,クインズデネブ,牝3,55.0,菅原明良,1:13.2,3.1/2,,10-9,37.0,3.5,2.0,408(-6),,,,"[東]
小島茂之",亀田和弘,140.0,202406010403,408.0,-6.0,牝,3,1.0,--,408(-6),3.5,2.0,408.0
4.0,3,6,ゴールドスター,牡3,57.0,ルメール,1:13.3,3/4,,4-3,38.3,2.5,1.0,458(-6),,,,"[東]
奥村武",井山登,83.0,202406010403,458.0,-6.0,牡,3,,,,,,
5.0,8,16,ネイルンノ,牡3,57.0,杉原誠人,1:13.4,3/4,,2-3,38.5,119.3,9.0,450(+10),,,,"[東]
尾関知人",ミルファーム,55.0,202406010403,450.0,10.0,牡,3,,,,,,
6.0,1,1,エクセプション,牡3,57.0,武士沢友,1:13.7,1.3/4,,8-8,37.9,551.7,16.0,412(-6),,,,"[東]
小桧山悟",鳴田啓志,,202406010403,412.0,-6.0,牡,3,1.0,--,412(-6),551.7,16.0,412.0
7.0,2,3,プレイフルネス,牝3,55.0,横山武史,1:13.7,クビ,,4-3,38.7,12.3,6.0,422(-6),,,,"[東]
深山雅史",楠本勝美,,202406010403,422.0,-6.0,牝,3,,,,,,
8.0,8,15,チーチャン,牝3,55.0,鮫島良太,1:13.9,1.1/4,,10-11,37.7,400.0,13.0,478(0),,,,"[東]
勢司和浩",村田哲朗,,202406010403,478.0,0.0,牝,3,,,,,,
9.0,6,11,グレートスピリット,牡3,54.0,小林勝太,1:14.2,1.1/2,,14-14,37.6,43.2,7.0,504(-4),,,,"[東]
菊沢隆徳",堂守貴志,,202406010403,504.0,-4.0,牡,3,,,,,,
10.0,7,13,アフリカンビート,牡3,57.0,木幡巧也,1:14.2,ハナ,,12-12,37.8,10.6,5.0,460(+6),,,,"[東]
岩戸孝樹",田頭勇貴,,202406010403,460.0,6.0,牡,3,,,,,,
11.0,5,9,ピュアキショウ,牡3,57.0,内田博幸,1:14.4,3/4,,7-7,38.7,73.3,8.0,430(+10),,,,"[東]
古賀慎明",長谷川清英,,202406010403,430.0,10.0,牡,3,,,,,,
12.0,7,14,エメラルドフィジー,牝3,55.0,丸田恭介,1:14.4,ハナ,,8-9,38.5,268.4,10.0,444(0),,,,"[東]
加藤和宏",スピードファーム,,202406010403,444.0,0.0,牝,3,,,,,,
13.0,6,12,キープザナゲット,牝3,55.0,柴田善臣,1:14.5,1/2,,6-6,39.2,505.1,15.0,396(+4),,,,"[東]
本間忍",竹本いずみ,,202406010403,396.0,4.0,牝,3,,,,,,
14.0,4,7,キーナイス,牝3,54.0,横山琉人,1:14.7,1.1/4,,15-15,37.8,471.9,14.0,390(0),,,,"[東]
黒岩陽一",北前孔一郎,,202406010403,390.0,0.0,牝,3,,,,,,
15.0,5,10,ラヴリーディスク,牝3,55.0,石川裕紀,1:15.3,3.1/2,,12-12,38.9,315.0,12.0,476(-14),,,,"[東]
尾形和幸",平川浩之,,202406010403,476.0,-14.0,牝,3,,,,,,
16.0,2,4,サンマルク,牝3,55.0,武藤雅,1:19.1,大,,16-16,40.4,308.0,11.0,438(0),,,,"[東]
水野貴広",ビッグレッドファーム,,202406010403,438.0,0.0,牝,3,,,,,,
1.0,2,3,ブリスフル,牡3,56.0,原優介,1:56.1,,,4-4-4-3,38.4,11.5,5.0,486(0),,,,"[東]
武市康男",小林竜太郎,620.0,202406010404,486.0,0.0,牡,3,,,,,,
2.0,8,16,アスクハッピーモア,牡3,57.0,田辺裕信,1:56.2,3/4,,4-4-3-3,38.7,7.2,3.0,522(0),,,,"[東]
田村康仁",廣崎利洋ＨＤ,250.0,202406010404,522.0,0.0,牡,3,,,,,,
3.0,4,8,エリカヴェネチア,牝3,55.0,キング,1:56.5,1.3/4,,2-2-1-1,39.1,2.9,1.0,486(0),,,,"[西]
吉岡辰弥",三木正浩,160.0,202406010404,486.0,0.0,牝,3,,,,,,
4.0,5,10,カシマエスパーダ,牡3,57.0,武士沢友,1:56.6,クビ,,10-10-11-10,38.3,19.8,8.0,492(0),,,,"[東]
鈴木慎太",松浦一久,93.0,202406010404,492.0,0.0,牡,3,,,,,,
5.0,5,9,ガルーダフラップ,牡3,57.0,津村明秀,1:57.4,5,,8-8-8-6,39.4,7.9,4.0,482(0),,,,"[東]
中川公成",ウエスト．フォレスト．ステイブル,62.0,202406010404,482.0,0.0,牡,3,,,,,,
6.0,7,14,カリブフレイバー,牡3,57.0,戸崎圭太,1:58.0,3.1/2,,8-8-7-5,40.1,13.3,6.0,530(0),,,,"[東]
久保田貴",尾田信夫,,202406010404,530.0,0.0,牡,3,,,,,,
7.0,4,7,サンダーアリュール,牝3,55.0,野中悠太,1:58.2,1.1/4,,1-1-2-2,40.8,66.1,10.0,466(0),,,,"[東]
菊川正達",石井輝昭,,202406010404,466.0,0.0,牝,3,,,,,,
8.0,7,13,ズイウンゴサイ,牡3,57.0,丸田恭介,1:58.3,3/4,,11-11-10-8,40.1,145.0,13.0,464(0),,,,"[東]
武市康男",植村仁,,202406010404,464.0,0.0,牡,3,,,,,,
9.0,6,12,ニシノヤングマン,牡3,57.0,勝浦正樹,1:58.3,ハナ,,4-7-8-8,40.3,18.4,7.0,462(0),,,,"[東]
村田一誠",西山茂行,,202406010404,462.0,0.0,牡,3,,,,,,
10.0,8,15,マンダレー,牡3,57.0,ピーヒュ,1:58.8,3,,2-3-4-6,41.0,83.7,11.0,498(0),,,,"[東]
田島俊明",村野康司,,202406010404,498.0,0.0,牡,3,,,,,,
11.0,3,5,メンドロントット,牡3,57.0,石川裕紀,1:59.8,6,,13-13-14-14,40.7,59.6,9.0,554(0),,,,"[東]
杉浦宏昭",小林善一,,202406010404,554.0,0.0,牡,3,,,,,,
12.0,6,11,ユニヴェールアン,牝3,52.0,小林勝太,2:00.8,6,,11-11-12-12,42.1,207.7,14.0,496(0),,,,"[東]
加藤士津",星加浩一,,202406010404,496.0,0.0,牝,3,,,,,,
13.0,1,2,エンカンターダ,牝3,55.0,三浦皇成,2:00.8,クビ,,14-14-12-12,42.0,88.9,12.0,482(0),,,,"[東]
中舘英二",ノースヒルズ,,202406010404,482.0,0.0,牝,3,1.0,--,482(0),88.9,12.0,482.0
14.0,1,1,アプローチ,牡3,57.0,杉原誠人,2:04.4,大,,15-15-15-15,42.9,269.1,15.0,530(0),,,,"[東]
加藤和宏",近藤英二,,202406010404,530.0,0.0,牡,3,1.0,--,530(0),269.1,15.0,530.0
,3,6,アイビーサムライオ,牡3,57.0,木幡巧也,,,,4-4-4-10,,3.2,2.0,512(0),,,,"[東]
牧光二",石坂茂ラボ,,202406010404,512.0,0.0,牡,3,,,,,,
,2,4,ダンツティアラ,牡3,57.0,菅原明良,,,,,,,,計不,,,,"[東]
蛯名正義",山元哲二,,202406010404,,,牡,3,,,,,,
1.0,2,4,ヒラボクミニー,牝3,55.0,勝浦正樹,1:36.0,,,5-4-4,34.4,3.7,2.0,456(0),,,,"[東]
村田一誠",平田牧場,620.0,202406010405,456.0,0.0,牝,3,,,,,,
2.0,5,10,ニシノオンリーワン,牡3,57.0,田辺裕信,1:36.1,クビ,,1-2-2,34.7,5.4,3.0,438(0),,,,"[東]
稲垣幸雄",西山茂行,250.0,202406010405,438.0,0.0,牡,3,,,,,,
3.0,7,14,ゼフィールエレ,牡3,57.0,石橋脩,1:36.7,3.1/2,,3-2-2,35.3,6.8,4.0,492(0),,,,"[東]
上原博之",栗山良子,160.0,202406010405,492.0,0.0,牡,3,,,,,,
4.0,3,6,マイネルコンポート,牡3,57.0,野中悠太,1:36.9,1.1/4,,8-7-7,34.5,7.0,5.0,478(0),,,,"[東]
清水英克",サラブレッドクラブ・ラフィアン,93.0,202406010405,478.0,0.0,牡,3,,,,,,
5.0,4,7,エイシントレボン,牡3,57.0,三浦皇成,1:37.1,1.1/4,,2-1-1,35.9,10.9,6.0,456(0),,,,"[東]
田中剛",栄進堂,62.0,202406010405,456.0,0.0,牡,3,,,,,,
6.0,4,8,カウイラ,牝3,55.0,津村明秀,1:37.3,1.1/2,,3-5-5,35.1,179.1,12.0,450(0),,,,"[東]
武藤善則",ビッグレッドファーム,,202406010405,450.0,0.0,牝,3,,,,,,
7.0,6,12,ブーケドグレイス,牝3,54.0,横山琉人,1:37.3,アタマ,,12-10-10,34.5,20.2,7.0,488(0),,,,"[東]
相沢郁",ノルマンディーサラブレッドレーシング,,202406010405,488.0,0.0,牝,3,,,,,,
8.0,5,9,フォーメリトゥム,牝3,55.0,木幡初也,1:37.4,クビ,,5-7-7,34.9,85.3,10.0,414(0),,,,"[東]
武市康男",和田志保,,202406010405,414.0,0.0,牝,3,,,,,,
9.0,8,15,インビジブルタッチ,牡3,56.0,原優介,1:37.6,1.1/4,,5-5-5,35.4,90.1,11.0,450(0),,,,"[東]
小手川準",新木鈴子,,202406010405,450.0,0.0,牡,3,,,,,,
10.0,1,1,クールクラバート,牡3,57.0,キング,1:37.9,2,,12-13-13,34.9,3.4,1.0,460(0),,,,"[西]
清水久詞",社台レースホース,,202406010405,460.0,0.0,牡,3,1.0,--,460(0),3.4,1.0,460.0
